content,stopwords_removal,score,category
aplikasi sering error history nya sering gk langsung muncul mending yg lama awal doang promosi katanya aplikasi lama bakal di apus yg baru bakal lebih bagus malah lebih ancur udh gk bisa ambil tunai tanpa kartu payah sangat buruk,"['aplikasi', 'error', 'history', 'langsung', 'muncul', 'mending', 'doang', 'promosi', 'aplikasi', 'apus', 'bagus', 'ancur', 'udh', 'ambil', 'tunai', 'kartu', 'payah', 'buruk']",1,negative
mau daftar dari kemarin kok gk bisa ya alasannya nomor tidak sesuai teruspadahal nomor udah sesuai yg terdaftar di nasabah bni,"['daftar', 'kemarin', 'alasannya', 'nomor', 'sesuai', 'teruspadahal', 'nomor', 'udah', 'sesuai', 'terdaftar', 'nasabah', 'bni']",4,positive
sangat praktisi dan mudah untuk bertransaksi layanannya juga tidak ribet,"['praktisi', 'mudah', 'bertransaksi', 'layanannya', 'ribet']",5,positive
sering susah masuk kalo mau login harus clear chase aplikasi restart dll dulu,"['susah', 'masuk', 'kalo', 'login', 'clear', 'chase', 'aplikasi', 'restart', 'dll']",2,negative
aplikasi baru di download sudah tidak bisa di pakai login tolong untuk pihak bni segera dilakukan perbaikan pada aplikasinya,"['aplikasi', 'download', 'pakai', 'login', 'tolong', 'bni', 'perbaikan', 'aplikasinya']",1,negative
mudah dipakai tp utk menu cicilan di kartu kredit tidak sesuai harapan lebih baik cicilan per transaksi bukan total yg bisa dicicil krn tidak semua transaksi akan kami bikin cicilan,"['mudah', 'dipakai', 'menu', 'cicilan', 'kartu', 'kredit', 'sesuai', 'harapan', 'cicilan', 'transaksi', 'total', 'dicicil', 'krn', 'transaksi', 'bikin', 'cicilan']",4,positive
untuk pelayanan ok cuma promo xxi nonton di empire bandung indah plaza ribet untuk nonton ber harus antri x ngk worted bgt alias ribet kita beli ya bukan gratis dan itu promo dari bni buat nasabah nya buat nyaman dong bukan di buat ribet coba belajar dari livin mandiri nasabah happy,"['pelayanan', 'promo', 'xxi', 'nonton', 'empire', 'bandung', 'indah', 'plaza', 'ribet', 'nonton', 'ber', 'antri', 'x', 'ngk', 'worted', 'alias', 'ribet', 'beli', 'gratis', 'promo', 'bni', 'nasabah', 'nyaman', 'ribet', 'coba', 'belajar', 'livin', 'mandiri', 'nasabah', 'happy']",3,neutral
masih mudah yg lama wondr untuk lihat mutasi dan transfer virtual harus muter akhirnya malah gak ketemu tetep pakai yg lama walau tetap terinstal di hp gambarsymbol icont kurang menarik dibanding livin mandiri coba biar keren gambar menu dibuat beda dan gerak biar bisa saingi lainnya,"['mudah', 'wondr', 'lihat', 'mutasi', 'transfer', 'virtual', 'muter', 'gak', 'ketemu', 'tetep', 'pakai', 'terinstal', 'hp', 'gambarsymbol', 'icont', 'menarik', 'dibanding', 'livin', 'mandiri', 'coba', 'biar', 'keren', 'gambar', 'menu', 'beda', 'gerak', 'biar', 'saingi']",3,neutral
knp wonder tidak bisa kirim ke aplikasi dana lebih dari,"['knp', 'wonder', 'kirim', 'aplikasi', 'dana']",3,neutral
aplikasi yang luar biasa semakin mudah dalam bertransaksi terimakasih bni wondr memang jos gandos,"['aplikasi', 'mudah', 'bertransaksi', 'terimakasih', 'bni', 'wondr', 'jos', 'gandos']",5,positive
kenapa kok punya saya gak bisa dibuka aplikasinya padahal sinyal full,"['gak', 'dibuka', 'aplikasinya', 'sinyal', 'full']",3,neutral
memudahkan transaksi dimana saja,"['memudahkan', 'transaksi', 'dimana']",5,positive
app wordr sering gangguan tidak bisa di buka pakai wifi tetapi bisa di buka pakai paket internet gimana app ini,"['app', 'wordr', 'gangguan', 'buka', 'pakai', 'wifi', 'buka', 'pakai', 'paket', 'internet', 'gimana', 'app']",3,neutral
keterang untuk tranfers tidak bisa panjang atau detailmohon ditambahi atau bisa menulis lebih banyak dan segera memperbaiki bug yg lain sebelum menonaktifkan appl yg lama,"['keterang', 'tranfers', 'detailmohon', 'ditambahi', 'menulis', 'memperbaiki', 'bug', 'menonaktifkan', 'appl']",3,neutral
bagusan bni mobile wondr bybni aplikasinya tiap hari pasti terkendala sedang dalam perbaikan gak bisa masuk,"['bagusan', 'bni', 'mobile', 'wondr', 'bybni', 'aplikasinya', 'terkendala', 'perbaikan', 'gak', 'masuk']",3,neutral
pelayanan nya bagus cuman agak lelet dikit,"['pelayanan', 'bagus', 'cuman', 'lelet', 'dikit']",4,positive
sangat membantu wondr by bni,"['membantu', 'wondr', 'by', 'bni']",4,positive
kadang troble nomer rekening tiba tidak tercantum dan tidak bisa dibuat transaksi,"['kadang', 'troble', 'nomer', 'rekening', 'tercantum', 'transaksi']",5,positive
kenapa ya pake wondr susah kali top up tap cash uda x nyoba gagal terus mohon di perbaiki aplikasinya jadi susah ngisi etoll,"['pake', 'wondr', 'susah', 'kali', 'top', 'up', 'tap', 'cash', 'uda', 'x', 'nyoba', 'gagal', 'mohon', 'perbaiki', 'aplikasinya', 'susah', 'ngisi', 'etoll']",3,neutral
memudahkan dalam bertransaksi terus tingkatkan pelayanan nya,"['memudahkan', 'bertransaksi', 'tingkatkan', 'pelayanan']",5,positive
mantab n keren saldo akhir langsung terpantau tanpa harus keluar dulu dr apl mbanknya,"['mantab', 'keren', 'saldo', 'langsung', 'terpantau', 'apl', 'mbanknya']",5,positive
jujur ya saya sangat terbantu dengan hadir nya aplk wondr by bni ini namun izinkan saya memberikan saran kpd ahli it nya bni agar dapt lebih meningkatkan peforma dan meminimalisir gangguan aplk ini hari ini tgl nov saya sangat kecewa dengan aplk ini pasal nya dari sejak pagi sampai malam aplk wondr by bni alami gangguan yg mmbuat saya tdk dapat lakukan transaksi sekali lagi tolong dong bag it nya bergerak cepat bila terjadi gangguan sperti ini pada aplk wodr by bni,"['jujur', 'terbantu', 'hadir', 'aplk', 'wondr', 'by', 'bni', 'izinkan', 'saran', 'kpd', 'ahli', 'it', 'bni', 'dapt', 'meningkatkan', 'peforma', 'meminimalisir', 'gangguan', 'aplk', 'tgl', 'nov', 'kecewa', 'aplk', 'pasal', 'pagi', 'malam', 'aplk', 'wondr', 'by', 'bni', 'alami', 'gangguan', 'mmbuat', 'lakukan', 'transaksi', 'tolong', 'bag', 'it', 'bergerak', 'cepat', 'gangguan', 'sperti', 'aplk', 'wodr', 'by', 'bni']",3,neutral
transaksi apa pun bisa lancar dengan wondr by bni,"['transaksi', 'lancar', 'wondr', 'by', 'bni']",5,positive
mantap keren sangat mudah dan transaksi aman,"['mantap', 'keren', 'mudah', 'transaksi', 'aman']",5,positive
saat verifikasi wajah terjadi error dimana saya telah mengedipkan mata tetapi masih belum terdeteksi meskipun sudah berulang kali juga,"['verifikasi', 'wajah', 'error', 'dimana', 'mengedipkan', 'mata', 'terdeteksi', 'berulang', 'kali']",3,neutral
sangat cepat ketika transaksi,"['cepat', 'transaksi']",5,positive
kenapa saya top up saldo e walet gopay saldo sudah terpaotong di app wonder dan keterangan berhasil tapi tidak masuk ke akun gopay nya,"['top', 'up', 'saldo', 'e', 'walet', 'gopay', 'saldo', 'terpaotong', 'app', 'wonder', 'keterangan', 'berhasil', 'masuk', 'akun', 'gopay']",2,negative
tidak ada pilihan tarik tunai,"['pilihan', 'tarik', 'tunai']",4,positive
baik membantu,['membantu'],5,positive
kenapa setiap baru bayaran masuk selalu ada potongan yang banyak dan sekarang malah kepotong lagi,"['bayaran', 'masuk', 'potongan', 'kepotong']",3,neutral
mantap dan mudah cepat,"['mantap', 'mudah', 'cepat']",5,positive
amazing cepat dan terpercaya sangat membantu dlm setiap kegiatan,"['amazing', 'cepat', 'terpercaya', 'membantu', 'dlm', 'kegiatan']",5,positive
sangat mudah dan mempermudahkan saya dlm bertransaksi apalagi sya yang sangat jauh dari jangkauan keramaianjdi sya bisa transaksinya lewat wondr by bni meskipun saya tinggal di daerah plosok,"['mudah', 'mempermudahkan', 'dlm', 'bertransaksi', 'sya', 'jangkauan', 'keramaianjdi', 'sya', 'transaksinya', 'wondr', 'by', 'bni', 'tinggal', 'daerah', 'plosok']",5,positive
saya sudah mendaftar tetapi pas mau log in malah di suruh daftar ulang mohon bantuannya,"['mendaftar', 'log', 'in', 'suruh', 'daftar', 'ulang', 'mohon', 'bantuannya']",3,neutral
selalu ada kata halo kami lagi optimalin sistem nih coba lagi nanti ya kalau kalian belum siap jangan dulu buat app baru kan kami sebagai user susah mau pakai app lama disuruh pake app yg belum siap ini kalian kacau bikin susah org aja,"['halo', 'optimalin', 'sistem', 'nih', 'coba', 'app', 'user', 'susah', 'pakai', 'app', 'disuruh', 'pake', 'app', 'kacau', 'bikin', 'susah', 'org']",1,negative
fitur nya kurang lengkap masih kalah jauh dari bni mobile banking,"['fitur', 'lengkap', 'kalah', 'bni', 'mobile', 'banking']",3,neutral
udah minggu ga bisa auto top up dana katanya lagi di perbaiki tapi kalo pake akun lain bisa auto top up jadi gimana tolong ya kak di perbaiki lagi,"['udah', 'minggu', 'auto', 'top', 'up', 'dana', 'perbaiki', 'kalo', 'pake', 'akun', 'auto', 'top', 'up', 'gimana', 'tolong', 'kak', 'perbaiki']",2,negative
terlalu sering error khususnya masuk kehalaman login aja gak bisa balik ke bni mobile tapi dibatasi bni bank besar ayolah aplikasinya diperbaiki,"['error', 'masuk', 'kehalaman', 'login', 'gak', 'bni', 'mobile', 'dibatasi', 'bni', 'bank', 'ayolah', 'aplikasinya', 'diperbaiki']",3,neutral
kenapa ya saldo sering berkurang walau tidak ada transaksi,"['saldo', 'berkurang', 'transaksi']",3,neutral
salah satu aplikasi yang bagus dari awal gunakan mbanking bni udah terbantu sekarang semakin terbantu dengan adanya wonder bni yang aplikasinya sangat lengkap dan juga mudah banget jadi cukup aplikasi sudah bisa lakukan banyak transaksi,"['salah', 'aplikasi', 'bagus', 'mbanking', 'bni', 'udah', 'terbantu', 'terbantu', 'wonder', 'bni', 'aplikasinya', 'lengkap', 'mudah', 'banget', 'aplikasi', 'lakukan', 'transaksi']",5,positive
sdh ada bni mobile banking harus download apk ini buat bayar tagihan listrik bukannya mudah malah jadi ribet nambahin aplikasi,"['sdh', 'bni', 'mobile', 'banking', 'download', 'apk', 'bayar', 'tagihan', 'listrik', 'mudah', 'ribet', 'nambahin', 'aplikasi']",1,negative
cukup bagus tapi saat login tidak seperti bni mobile banking bisa login baik pakai sidik jari dan password kalo wondr harus pakai settingan dulu pakai sidik jari atau di non aktifin,"['bagus', 'login', 'bni', 'mobile', 'banking', 'login', 'pakai', 'sidik', 'jari', 'password', 'kalo', 'wondr', 'pakai', 'settingan', 'pakai', 'sidik', 'jari', 'non', 'aktifin']",3,neutral
cukup baik semoga kedepan bisa lebih ditingkatkan fiturnya seperti ubah cicilan kartu kredit,"['semoga', 'kedepan', 'ditingkatkan', 'fiturnya', 'ubah', 'cicilan', 'kartu', 'kredit']",4,positive
hallo saya nasabah bni sudah sejak lama saya ingin log in pada aplikasi wondr tapi menu yang tertera mengarahkan saya untuk membuat tabungan baru apakah ada solusi untuk hal ini saya tidak ingin membuka rekening baru,"['hallo', 'nasabah', 'bni', 'log', 'in', 'aplikasi', 'wondr', 'menu', 'tertera', 'mengarahkan', 'tabungan', 'solusi', 'membuka', 'rekening']",3,neutral
kenapa ini gak bisa transfer eror mulu alasannya tim kami sedang dalam perbaikan,"['gak', 'transfer', 'eror', 'mulu', 'alasannya', 'tim', 'perbaikan']",3,neutral
ko wondr by bni ga bisa di buka yaa cuma sekali doank transaksi itu jg kmarin ada yg sama tidak bisa di buka min aplikasinya knp ya apa harus di uninstall dlu aduh bingung jelasinnya gmn yaa jd aku pas klik aplikasi wondr stuck di gambar kaya yg di atas itu min gambar kaya yg di playstore nya itu stuck begitu aj lama,"['ko', 'wondr', 'by', 'bni', 'buka', 'yaa', 'doank', 'transaksi', 'kmarin', 'buka', 'min', 'aplikasinya', 'knp', 'uninstall', 'dlu', 'aduh', 'bingung', 'jelasinnya', 'gmn', 'yaa', 'klik', 'aplikasi', 'wondr', 'stuck', 'gambar', 'kaya', 'min', 'gambar', 'kaya', 'playstore', 'stuck', 'aj']",3,neutral
wonder bni bilang nyuruh perbaiki jaringan nyuruh perbaiki data padahal yg perlu perbaiki kamu sendiri sebagai aplikasi bahkan erornya ndak ada pop up maaf dari tabiatnya kamu sbgi aplikasi udah ngeselin gayany aja nyolok,"['wonder', 'bni', 'bilang', 'nyuruh', 'perbaiki', 'jaringan', 'nyuruh', 'perbaiki', 'data', 'perbaiki', 'aplikasi', 'erornya', 'ndak', 'pop', 'up', 'maaf', 'tabiatnya', 'sbgi', 'aplikasi', 'udah', 'ngeselin', 'gayany', 'nyolok']",1,negative
sangat kecewa tidak bisa bikin akun oadahal saya kelahiran kenapa di aplikasi tertulis minimum tahun untuk membuka rekening,"['kecewa', 'bikin', 'akun', 'oadahal', 'kelahiran', 'aplikasi', 'tertulis', 'minimum', 'membuka', 'rekening']",1,negative
tidak lengkap fiturnya tidak ada opsi mutasi rekening jd gak bs lihat brapa saldo terakhir seperti d bni mobile banking yg lama tolong ditambah fiturnya,"['lengkap', 'fiturnya', 'opsi', 'mutasi', 'rekening', 'gak', 'bs', 'lihat', 'brapa', 'saldo', 'bni', 'mobile', 'banking', 'tolong', 'ditambah', 'fiturnya']",4,positive
tambahin fitur untuk mengisimenarik saldo tanpa menggunakan kartu debit di atm dong terus di perbaiki lg fitur top up ewallet dana tidak semua nomor dapat diakses di wondr dan kalau bisa tambahin juga fitur penerimaan saldo dari negara jauh seperti eropa dan sebagainya,"['tambahin', 'fitur', 'mengisimenarik', 'saldo', 'kartu', 'debit', 'atm', 'perbaiki', 'fitur', 'top', 'up', 'ewallet', 'dana', 'nomor', 'diakses', 'wondr', 'tambahin', 'fitur', 'penerimaan', 'saldo', 'negara', 'eropa']",3,neutral
saran saja ketika ada perbaikan sistem di jam yang salah seharusnya kalau ada perbaikanpengoptimalan di jam malam jadi tidak mengganggu transaksi nasabah di siang hari,"['saran', 'perbaikan', 'sistem', 'jam', 'salah', 'perbaikanpengoptimalan', 'jam', 'malam', 'mengganggu', 'transaksi', 'nasabah', 'siang']",3,neutral
tolong ini setiap kali mau buka aplikasi loadingnya lama banget bikin kesel apalagi kalo lagi buru padahal jaringan juga bagus aplikasi bni yang sebelumnya nggak kaya gini padahal yang sebelumnya itu klo buka aplikasi ya langsung muncul opsi login dll tapi aplikasi yang baru ini lemot banget untuk fitur sebenarnya udah bagus tapi tolong dong di tingkatkan lagi gmn biar gk loading lama tiap masuk aplikasi thx,"['tolong', 'kali', 'buka', 'aplikasi', 'loadingnya', 'banget', 'bikin', 'kesel', 'kalo', 'buru', 'jaringan', 'bagus', 'aplikasi', 'bni', 'nggak', 'kaya', 'gini', 'buka', 'aplikasi', 'langsung', 'muncul', 'opsi', 'login', 'dll', 'aplikasi', 'lemot', 'banget', 'fitur', 'udah', 'bagus', 'tolong', 'tingkatkan', 'gmn', 'biar', 'loading', 'masuk', 'aplikasi', 'thx']",3,neutral
menu pembayarannya agak berkurang contoh menu pembayaran kepelabuhanan tidak di sertakan tolong di perbaiki lagi,"['menu', 'pembayarannya', 'berkurang', 'contoh', 'menu', 'pembayaran', 'kepelabuhanan', 'sertakan', 'tolong', 'perbaiki']",2,negative
hallo bank bni saya sudah mendaftar wondr dan aplikasinya normal digunakan tapi akhirakhir ini aplikasinya tidak berfungsi karena tidak ada tombol login aplikasi dan hanya muncul untuk menu mendaftar ketika sudah dimasukkan email dan nomor hp yang didaftarkan tidak bisa karena data sudah digunakan namun tidak ada tombol login disana mohon diperbaiki,"['hallo', 'bank', 'bni', 'mendaftar', 'wondr', 'aplikasinya', 'normal', 'akhirakhir', 'aplikasinya', 'berfungsi', 'tombol', 'login', 'aplikasi', 'muncul', 'menu', 'mendaftar', 'dimasukkan', 'email', 'nomor', 'hp', 'didaftarkan', 'data', 'tombol', 'login', 'disana', 'mohon', 'diperbaiki']",1,negative
belum enak pake ni apk dua kali kecewa pernah tf tp g kekirim dua hr kemudian baru kembali lagi saldo nyasekarang disuruh updateabis update tetep g bisa kebuka duh gimana dong,"['enak', 'pake', 'apk', 'kali', 'kecewa', 'tf', 'kekirim', 'hr', 'saldo', 'nyasekarang', 'disuruh', 'updateabis', 'update', 'tetep', 'kebuka', 'duh', 'gimana']",1,negative
pertahankan kualitas layanan nasabah,"['pertahankan', 'kualitas', 'layanan', 'nasabah']",5,positive
sangat membantu,['membantu'],3,neutral
wondr kenapa kenapa saat saya mau bayar utbk tidak bisa di pakai udah di coba beberapa kali tetap saja tidak mohon untuk segera di perbaiki,"['wondr', 'bayar', 'utbk', 'pakai', 'udah', 'coba', 'kali', 'mohon', 'perbaiki']",3,neutral
saat verifikasi wajah susahnya minta ampun suruh tengok segala tidak ky aplikasi lain cukup diam saja sudah bisa,"['verifikasi', 'wajah', 'susahnya', 'ampun', 'suruh', 'tengok', 'ky', 'aplikasi', 'diam']",2,negative
aplikasinya masih membingungkan td beli token listrik nomor tokennya gak langsung di tampilkan jadi kesal mohon perhatian kepada bni,"['aplikasinya', 'membingungkan', 'td', 'beli', 'token', 'listrik', 'nomor', 'tokennya', 'gak', 'langsung', 'tampilkan', 'kesal', 'mohon', 'perhatian', 'bni']",3,neutral
sekarang wonder by bni lg perbaikan kahkok gak bisa login si padahal jaringan ok,"['wonder', 'by', 'bni', 'perbaikan', 'kahkok', 'gak', 'login', 'jaringan']",3,neutral
aneh habis gangguan terus saya masuk padahal password yang saya ketik sudah benar sesuai apa yang saya catat di catatan hp terus kartu terblokir gimana ceritanya bisa,"['aneh', 'habis', 'gangguan', 'masuk', 'password', 'ketik', 'sesuai', 'catat', 'catatan', 'hp', 'kartu', 'terblokir', 'gimana', 'ceritanya']",1,negative
terimakasih bni aplikasi selalu memudahkan dan sesimple itu makin baik kedepannya ya,"['terimakasih', 'bni', 'aplikasi', 'memudahkan', 'sesimple', 'kedepannya']",5,positive
aplikasi bagus sangat mudah dan gampang dalam bertransaksi,"['aplikasi', 'bagus', 'mudah', 'gampang', 'bertransaksi']",5,positive
saya melakukan transaksi jumlah besar pake rekening taplus bisnis tapi tetap terblokir apa aplikasi belum bisa membaca jenis rekening,"['transaksi', 'pake', 'rekening', 'taplus', 'bisnis', 'terblokir', 'aplikasi', 'membaca', 'jenis', 'rekening']",1,negative
sering bgt gak bisa masuk app nya di coba berkali ttp gak bisa kalo udah klik app nya masuk engga keluar jg gak bisa gimana ini saya butuh transaksi yg cepat,"['gak', 'masuk', 'app', 'coba', 'berkali', 'gak', 'kalo', 'udah', 'klik', 'app', 'masuk', 'engga', 'gak', 'gimana', 'butuh', 'transaksi', 'cepat']",2,negative
kecewa masa udh masukkan data sesuai ektp malah gabisa harus update data ke cabang terdekat dikira data ektp bisa berubah kali ya,"['kecewa', 'udh', 'masukkan', 'data', 'sesuai', 'ektp', 'gabisa', 'update', 'data', 'cabang', 'terdekat', 'data', 'ektp', 'berubah', 'kali']",1,negative
bagus aplikasinya tp lebih enak pake bni mobile pake wonder ribet bikin pin pasword harus ada huruf gede kecil angka tanda lain ga simple,"['bagus', 'aplikasinya', 'enak', 'pake', 'bni', 'mobile', 'pake', 'wonder', 'ribet', 'bikin', 'pin', 'pasword', 'huruf', 'gede', 'angka', 'tanda', 'simple']",3,neutral
im back oke thank you udah bulan pemakaian ini semua aman transaksi mudah dan cepat semoga selalu lancar wonder bni,"['im', 'back', 'oke', 'thank', 'you', 'udah', 'pemakaian', 'aman', 'transaksi', 'mudah', 'cepat', 'semoga', 'lancar', 'wonder', 'bni']",5,positive
menu yg mobile bni ada tetapi di wondr bni malah tdk ada menu saldo pinjaman menu tarik tunai tanpa kartu maaf mungkin sy yg kurang teliti jika pihak bni bisa kasih tau sy akan berterimakasih seharusnya semakin baru semakin baik,"['menu', 'mobile', 'bni', 'wondr', 'bni', 'menu', 'saldo', 'pinjaman', 'menu', 'tarik', 'tunai', 'kartu', 'maaf', 'teliti', 'bni', 'kasih', 'tau', 'berterimakasih']",1,negative
