content,stemmed,score,category
masih banyak kekurangan aplikasi pendukung di dalamnya mobile tunai gak ada ewalet cuma ada account dan pendukung lainnya yang ada di bni mobile,"['kurang', 'aplikasi', 'dukung', 'dalam', 'mobile', 'tunai', 'gak', 'ewalet', 'account', 'dukung', 'bni', 'mobile']",3,neutral
sangat sampel dan mudah,"['sampel', 'mudah']",5,positive
aplikasi yang sangat memudahkan saya fitur yang banyak dan lengkap juga sangat memudahkan pengguna dan juga penggunaannya sangat mudah bagi yg belum punya rekening juga bisa langsung akses buat rekening secara online sangat efisien sekali tidak perlu repot datang ke bank terima kasih wondr bni,"['aplikasi', 'mudah', 'fitur', 'lengkap', 'mudah', 'guna', 'guna', 'mudah', 'rekening', 'langsung', 'akses', 'rekening', 'online', 'efisien', 'repot', 'bank', 'terima', 'kasih', 'wondr', 'bni']",5,positive
aplikasi jadi lebih bagus dan modern tetapi masih kurang dalam fitur seperti dark mode yang belum tersedia tabungan digital untuk memanagemen keuangan dan tidak terintegrasi dengan nfc untuk memudahkan pembayaran,"['aplikasi', 'bagus', 'modern', 'fitur', 'dark', 'mode', 'sedia', 'tabung', 'digital', 'memanagemen', 'uang', 'integrasi', 'nfc', 'mudah', 'bayar']",3,neutral
setelah install mau transfer ke nomor rekening baru tidak bisa padahal untuk bayar tiket pesawat adakah tips dan trik yg mungkin saya blm tau mohon segera diperbaiki mengingat transaksi keuangan sangat krusial tantangan untuk developer aplikasi wondr,"['install', 'transfer', 'nomor', 'rekening', 'bayar', 'tiket', 'pesawat', 'ada', 'tips', 'trik', 'blm', 'tau', 'mohon', 'baik', 'transaksi', 'uang', 'krusial', 'tantang', 'developer', 'aplikasi', 'wondr']",3,neutral
mantap sekali bos ada kesal kadang hari saptu malam minggu sering terjadi kendala gangguan,"['mantap', 'bos', 'kesal', 'kadang', 'saptu', 'malam', 'minggu', 'kendala', 'ganggu']",5,positive
susah banget saat verifikasi wajah sudah buka mulut kayak dokter sudah kedipkan mata sudah lurus kan wajah tetap aja gagal dan mengulang nya nunggu besok capee deh,"['susah', 'banget', 'verifikasi', 'wajah', 'buka', 'mulut', 'kayak', 'dokter', 'kedip', 'mata', 'lurus', 'wajah', 'gagal', 'ulang', 'nunggu', 'besok', 'capee']",1,negative
good job bni transaksi makin mudah pakai wondr by bni tapi sayangnya ga bisa transaksi mobile tunai jadi harus balik lagi pake app lama,"['good', 'job', 'bni', 'transaksi', 'mudah', 'pakai', 'wondr', 'by', 'bni', 'sayang', 'transaksi', 'mobile', 'tunai', 'pake', 'app']",5,positive
susah banget verifikasi wajah tidak pernah berhasil suruh tengok tunduk tapi tidak tahu berapa lama waktu balik lagi dibilang lewat batas waktu minta ulang lagi dibilang terlalu banyak mencoba ulangi lagi besok kapan jadinya,"['susah', 'banget', 'verifikasi', 'wajah', 'hasil', 'suruh', 'tengok', 'tunduk', 'bilang', 'batas', 'ulang', 'bilang', 'coba', 'ulang', 'besok']",3,neutral
new look keren transaksi aman dan nyaman fitur insight membantu kontrol keuangan wondr by bni jadiin maumu,"['new', 'look', 'keren', 'transaksi', 'aman', 'nyaman', 'fitur', 'insight', 'bantu', 'kontrol', 'uang', 'wondr', 'by', 'bni', 'jadiin', 'mau']",5,positive
apk nya kok bisanya dibuka pakek wifi aja kalau pakek data seluler lemot tolong diperbaiki,"['apk', 'bisa', 'buka', 'pakek', 'wifi', 'pakek', 'data', 'seluler', 'lot', 'tolong', 'baik']",5,positive
aplikasi sudah cukup bagus namun banyak kekurangan mulai dari sistem yg lambat kemudian masalah pada login hingga fitur yg sulit di jangkau mohon diperbaiki segera atau biarkan kami menggunakan bni mobile yg dulu,"['aplikasi', 'bagus', 'kurang', 'sistem', 'lambat', 'login', 'fitur', 'sulit', 'jangkau', 'mohon', 'baik', 'biar', 'bni', 'mobile']",2,negative
terimakasih sangat membantu sekali,"['terimakasih', 'bantu']",5,positive
banyak fitur di bni mobile yg tidak tersedia di wonder aktivasi kartu luar begeri menu tarik tunai di indomartalfa history transaksi tidak ada nilai setelah transaksi mencari lokasi menu lebih susah tidak ada menu bantuan masih tetap harus memakai bni mobile meski sudah ada wonder terlalu banyak aplikasi jadinya,"['fitur', 'bni', 'mobile', 'sedia', 'wonder', 'aktivasi', 'kartu', 'begeri', 'menu', 'tarik', 'tunai', 'indomartalfa', 'history', 'transaksi', 'nilai', 'transaksi', 'cari', 'lokasi', 'menu', 'susah', 'menu', 'bantu', 'pakai', 'bni', 'mobile', 'wonder', 'aplikasi']",3,neutral
gapernah ganti pin tiba gbisagapernah ganti password tiba g bisaverifikasi lagiaplikasi aneh,"['gapernah', 'ganti', 'pin', 'gbisagapernah', 'ganti', 'password', 'bisaverifikasi', 'lagiaplikasi', 'aneh']",1,negative
apakah sekarang ini wonder bni lagi ada kendala ya kak,"['wonder', 'bni', 'kendala', 'kak']",5,positive
aplikasi aneh transaksi transfer msh dibawah limit kok gak bisa transaksi lagi sdh diatur di profile msh tdk bisa aplikasi blm layak publikasi seperti blm melalui qc yg benar,"['aplikasi', 'aneh', 'transaksi', 'transfer', 'msh', 'bawah', 'limit', 'gak', 'transaksi', 'sdh', 'atur', 'profile', 'msh', 'aplikasi', 'blm', 'layak', 'publikasi', 'blm', 'qc']",1,negative
aplikasi wondr terbaik dr yg baik,"['aplikasi', 'wondr', 'baik']",5,positive
tiap kali mau login tidak bisa sdh bulan berturut mau beli token listrik di bni mobile di arahkan ke wondr tapi tidak bisa login app tidak guna tdk perlu di publis,"['kali', 'login', 'sdh', 'beli', 'token', 'listrik', 'bni', 'mobile', 'arah', 'wondr', 'login', 'app', 'publis']",3,neutral
saya senang sekali pakai wondr by bni karna lebih cepat keren dan mudah bertransaksi dan satu lagi yang saya senang adalah saya bisa ganti pin yg terblokir di aplikasi wondr by bni menjdi terbuka intinya seru pakai wondr by bni,"['senang', 'pakai', 'wondr', 'by', 'bni', 'karna', 'cepat', 'keren', 'mudah', 'transaksi', 'senang', 'ganti', 'pin', 'blokir', 'aplikasi', 'wondr', 'by', 'bni', 'menjdi', 'buka', 'inti', 'seru', 'pakai', 'wondr', 'by', 'bni']",5,positive
sangat membantu bertransaksi di aplikasi ini,"['bantu', 'transaksi', 'aplikasi']",5,positive
mudah simpel dan sangat membantu,"['mudah', 'simpel', 'bantu']",5,positive
ini knp si tiap mau buka apk nya gabisa stuck terus di logo uda bbrp kali copot pasang tetep aja kayagini,"['knp', 'buka', 'apk', 'gabisa', 'stuck', 'logo', 'uda', 'bbrp', 'kali', 'copot', 'pasang', 'tetep', 'kayagini']",1,negative
transaksi cepat dan mudah berkat aplikasi ini terima kasih wondr,"['transaksi', 'cepat', 'mudah', 'berkat', 'aplikasi', 'terima', 'kasih', 'wondr']",5,positive
mangkin upgrade tapi gak bisa setor tunai tanpa atm masih enak pakai mobile bni yg sebelumnya gak kwtir dompet tinggal kalau mau setor dan tarik tunai,"['mangkin', 'upgrade', 'gak', 'setor', 'tunai', 'atm', 'enak', 'pakai', 'mobile', 'bni', 'gak', 'kwtir', 'dompet', 'tinggal', 'setor', 'tarik', 'tunai']",2,negative
aplikasi seperti ini sebenarnya sangat membantuhanya saja pihak pengembang harus lebih memperhatikan lagiterutama pada sistemnyasering sekali mengalami gangguantolong di tambahkan fitur penarikan tunai dan setor tunai biar lebih memudahkan lagi transaksi kamiterima kasihsemoga lebih berkembang lagi,"['aplikasi', 'membantuhanya', 'kembang', 'perhati', 'lagiterutama', 'sistemnyasering', 'alami', 'gangguantolong', 'tambah', 'fitur', 'tari', 'tunai', 'setor', 'tunai', 'biar', 'mudah', 'transaksi', 'kamiterima', 'kasihsemoga', 'kembang']",2,negative
verifikasi macam apa ini kesannya mau terlihat modern tapi responsifitasnya sangat kurang berulang kali verifikasi wajah gagal terus bikin lelah,"['verifikasi', 'kesan', 'modern', 'responsifitasnya', 'ulang', 'kali', 'verifikasi', 'wajah', 'gagal', 'bikin', 'lelah']",1,negative
jauh lebih praktis tampilan lebih menarik tidak ada kendala sejauh ini,"['praktis', 'tampil', 'tarik', 'kendala']",5,positive
katanya mempermudah belum juga pemakaian bulan login susah bnersekalinya masuk kendala teknis terus hadeh,"['mudah', 'pakai', 'login', 'susah', 'bnersekalinya', 'masuk', 'kendala', 'teknis', 'hadeh']",3,neutral
sangat mudah mantap,"['mudah', 'mantap']",5,positive
ini aku muak bgt deh yg apk skrg qris sering gangguan skrg malah aksesibilitas hp dimatiin padahal aku ga aktifin apa udh restart ttp aja kyk gitu jadi gimana mau makai mbanking,"['muak', 'apk', 'skrg', 'qris', 'ganggu', 'skrg', 'aksesibilitas', 'hp', 'dimatiin', 'aktifin', 'udh', 'restart', 'kyk', 'gitu', 'gimana', 'maka', 'mbanking']",1,negative
suka banget karena buat kita mudah bertransaksi,"['suka', 'banget', 'mudah', 'transaksi']",4,positive
bagus sekali aplikasinya proses dan cepet pengguna aplikasinya teruskan perfom bagus nya,"['bagus', 'aplikasi', 'proses', 'cepet', 'guna', 'aplikasi', 'terus', 'perfom', 'bagus']",5,positive
disitu keterangan transfer gagal tapi saldo malah berkurang balikin saldo sya,"['situ', 'terang', 'transfer', 'gagal', 'saldo', 'kurang', 'balikin', 'saldo', 'sya']",3,neutral
anjay wonder menjadi nomor satu dihati selain bca wonder emang kece badai tdk leg dan jujur adil dan cepat secepat kilat senggol donk enggak kayak bank tetangga wkkwkwk,"['anjay', 'wonder', 'nomor', 'hati', 'bca', 'wonder', 'emang', 'kece', 'badai', 'leg', 'jujur', 'adil', 'cepat', 'cepat', 'kilat', 'senggol', 'donk', 'kayak', 'bank', 'tetangga', 'wkkwkwk']",5,positive
transaksi mudah dan cepat,"['transaksi', 'mudah', 'cepat']",3,neutral
knp semenjak di bulan ramadhan susah untuk log in dan hanya mentok di logo wondr saja,"['knp', 'semenjak', 'ramadhan', 'susah', 'log', 'in', 'mentok', 'logo', 'wondr']",5,positive
sudah datang ke cabang terdekat ga bisa nanganin malah di suruh ke cabang lain lebih jauh aplikasi unfaedah,"['cabang', 'dekat', 'nanganin', 'suruh', 'cabang', 'aplikasi', 'unfaedah']",1,negative
kenapa sulit ingin transfer ke bni,"['sulit', 'transfer', 'bni']",1,negative
sangat membantu dlm setiap transaksi,"['bantu', 'dlm', 'transaksi']",5,positive
paling menyusah kan aplikasi ini mau daptar aja susah nya mintak ampunudah ikut lankah nya malah kedip mata udah benar malah suruh ulang lg,"['susah', 'aplikasi', 'daptar', 'susah', 'mintak', 'ampunudah', 'lankah', 'kedip', 'mata', 'udah', 'suruh', 'ulang']",1,negative
makin mudah transaksi,"['mudah', 'transaksi']",5,positive
tidak bisa di bukaada keterangan ada kendala di sistem kami kok lama yagak sehari dua hari lohsudah saya coba clear data dan hapus aplikasi lalu download lagi tetep saja hasilnya samabisa masuk tp tidak bisa di gunakan ada keterangan yg sama suruh refresh terus fyi lebih dari seminggumungkin saya harus ke kantor cabang utk penyelesaian ini,"['bukaada', 'terang', 'kendala', 'sistem', 'yagak', 'hari', 'lohsudah', 'coba', 'clear', 'data', 'hapus', 'aplikasi', 'download', 'tetep', 'hasil', 'samabisa', 'masuk', 'terang', 'suruh', 'refresh', 'fyi', 'seminggumungkin', 'kantor', 'cabang', 'selesai']",3,neutral
kerenn aplikasnya mudah dipahami ga ribet aksesnya juga bagus banyak promoan juga loh,"['kerenn', 'aplikasnya', 'mudah', 'paham', 'ribet', 'akses', 'bagus', 'promoan', 'loh']",5,positive
untuk riwayat transaksi kurang terupdate tolong segera diperbaiki,"['riwayat', 'transaksi', 'terupdate', 'tolong', 'baik']",3,neutral
layanan cepatdan mudah di akses pertahankan terus,"['layan', 'cepatdan', 'mudah', 'akses', 'tahan']",5,positive
susah banget tauuk verifikasi wajah nya tolong dipermudah lagi verifikasi wajah udah nurut tolatole masih gak bisa uda di tempat terang benderang juga kagak bisa klo gak bole masuk yaudah jangan mau gantiin mobile banking,"['susah', 'banget', 'tauuk', 'verifikasi', 'wajah', 'tolong', 'mudah', 'verifikasi', 'wajah', 'udah', 'nurut', 'tolatole', 'gak', 'uda', 'terang', 'benderang', 'kagak', 'gak', 'bole', 'masuk', 'yaudah', 'gantiin', 'mobile', 'banking']",1,negative
sangat mudah membantu dan memuaskan,"['mudah', 'bantu', 'muas']",5,positive
pelayanan sistem ui cukup baik dan tampilan yang diberikan juga menarik dari sebelumnya akses transaksi lebih cepat dan mudah dimengerti serta tidak perlu pusingpusing lagi dan fiturnya sangat membantu,"['layan', 'sistem', 'ui', 'tampil', 'tarik', 'akses', 'transaksi', 'cepat', 'mudah', 'erti', 'pusingpusing', 'fiturnya', 'bantu']",5,positive
lebih ringkas dan cepat tapi sayang transfer ke bang lain mode bifast gk ada padahal di aplikasi lama ada dan sangat membantu terima kasih,"['ringkas', 'cepat', 'sayang', 'transfer', 'bang', 'mode', 'bifast', 'aplikasi', 'bantu', 'terima', 'kasih']",3,neutral
saya kasih bintang empat dulu krn sejauh ini ga bermasalah saya donlod ini krn bni mobile nya yg justru kendala sering force close dan bukan saya aja di bni mobile seperti itu makanya saya donlod wondr dan alhamdulillah kendala trf aman ga force close saldo saya juga terbaca disitu dan ada catatan mutasi saya di apk wondr ini,"['kasih', 'bintang', 'krn', 'masalah', 'donlod', 'krn', 'bni', 'mobile', 'kendala', 'force', 'close', 'bni', 'mobile', 'donlod', 'wondr', 'alhamdulillah', 'kendala', 'trf', 'aman', 'force', 'close', 'saldo', 'baca', 'situ', 'catat', 'mutasi', 'apk', 'wondr']",4,positive
lebih mudah dan gampang di pelajari walaupun aplikasi baru,"['mudah', 'gampang', 'ajar', 'aplikasi']",5,positive
mudahan ga ad gangguan trs ya tingkatkan updetannya,"['mudah', 'ad', 'ganggu', 'trs', 'tingkat', 'updetannya']",5,positive
lebih lancar dan gampangawal nya sh adaptasism ky mbtp lebih keren ini mah,"['lancar', 'gampangawal', 'sh', 'adaptasism', 'ky', 'mbtp', 'keren', 'mah']",5,positive
perlu perbaikan lagi jaringan,"['baik', 'jaring']",3,neutral
ini gimana konsepnya minntadi saya transaksi terus gagal eh saldo rekening tetap di ambil mana di ambil gede pula minntolong ya min segera di proses permasalahan seperti itu minsangat merugikan mingara itu saya tekorr min harus ganti rugisebisa mungkin saldo saya harus balik min,"['gimana', 'konsep', 'minntadi', 'transaksi', 'gagal', 'eh', 'saldo', 'rekening', 'ambil', 'ambil', 'gede', 'minntolong', 'min', 'proses', 'masalah', 'minsangat', 'rugi', 'mingara', 'tekorr', 'min', 'ganti', 'rugisebisa', 'saldo', 'min']",1,negative
penerapan tek alamat kurang panjang gk bisa di edit jugak jadi alamat kurang detil jadi mau pesan kartu atm gak bisa smoga dirubah untuk kemudahan nasabah sperti bang digital yg lain simple praktis cepat,"['terap', 'tek', 'alamat', 'edit', 'jugak', 'alamat', 'detil', 'pesan', 'kartu', 'atm', 'gak', 'smoga', 'rubah', 'mudah', 'nasabah', 'sperti', 'bang', 'digital', 'simple', 'praktis', 'cepat']",3,neutral
saya membayar pakai va transaksinya gagal tapi saldo terpotong saya hubungi bni call via wa dan email tapi lama sekali responnya saat ini saldonya belum kembali,"['bayar', 'pakai', 'va', 'transaksi', 'gagal', 'saldo', 'potong', 'hubung', 'bni', 'call', 'via', 'wa', 'email', 'responnya', 'saldo']",1,negative
kenapa aplikasi saya tiba tiba ke luar sendiri ingin login sangat susah,"['aplikasi', 'login', 'susah']",3,neutral
fitur baru ini jadi lebih mudah gak perlu lewat customer service yg harus antri lama dan banyak syarat,"['fitur', 'mudah', 'gak', 'customer', 'service', 'antri', 'syarat']",5,positive
keren minus di layanan topup ewalet kurang tersedia,"['keren', 'minus', 'layan', 'topup', 'ewalet', 'sedia']",5,positive
uiux aplikasi dari segi design keren dan mudah dipahami segi kecepatan lancar dan banyak fitur update yang fungsional dan yg tidak kalah penting promonya banyak mantul,"['uiux', 'aplikasi', 'segi', 'design', 'keren', 'mudah', 'paham', 'segi', 'cepat', 'lancar', 'fitur', 'update', 'fungsional', 'kalah', 'promonya', 'mantul']",5,positive
lebih lengkap dan mudah,"['lengkap', 'mudah']",5,positive
seimplemudahbisa login pake sidik jaribisa buka blokir ganti pin atmbisa blokir kartu atm jikalau kartu atm ny hilanguntuk fitur setor tarik tanpa kartu belum ada mungkin kedepannya akan ada dan wajib ada ya terbaik pokoknya,"['seimplemudahbisa', 'login', 'pake', 'sidik', 'jaribisa', 'buka', 'blokir', 'ganti', 'pin', 'atmbisa', 'blokir', 'kartu', 'atm', 'kartu', 'atm', 'hilanguntuk', 'fitur', 'setor', 'tarik', 'kartu', 'depan', 'wajib', 'baik', 'pokok']",5,positive
baik lancar urusan pun jadi mudah,"['lancar', 'urus', 'mudah']",4,positive
ini aplikasinya keren bangettampilannya seruoperasionalnya juga user friendly bener bener wonderfull app deh kedepannya semoga makin ok,"['aplikasi', 'keren', 'bangettampilannya', 'seruoperasionalnya', 'user', 'friendly', 'bener', 'bener', 'wonderfull', 'app', 'depan', 'moga']",5,positive
sebenernya bagus jadi lebih simpel dan mudah di pahami tapi kenapaa ketika baru masuk lama banget prosesnya jadi stuck di awal teruss,"['sebenernya', 'bagus', 'simpel', 'mudah', 'paham', 'kenapaa', 'masuk', 'banget', 'proses', 'stuck', 'teruss']",3,neutral
registrasinya mudah beberapa kali transaksi gak ada kendala aplikasi mudah di gunakan dan history transaksi jg detail so far oke wondr ini,"['registrasi', 'mudah', 'kali', 'transaksi', 'gak', 'kendala', 'aplikasi', 'mudah', 'history', 'transaksi', 'detail', 'so', 'far', 'oke', 'wondr']",5,positive
sangat bagus mudah cepat praktis di semua transaksi,"['bagus', 'mudah', 'cepat', 'praktis', 'transaksi']",5,positive
verifikasi gak pernah berhasil aplikasi sampah disuruh verifikasi besok dan besok kami uninstal aj gak seperti perbankan lainnya good bye bnikami cari lainnya aj,"['verifikasi', 'gak', 'hasil', 'aplikasi', 'sampah', 'suruh', 'verifikasi', 'besok', 'besok', 'uninstal', 'aj', 'gak', 'perban', 'good', 'bye', 'bnikami', 'cari', 'aj']",1,negative
aplikasi bagusmudah digunakan dan cepat,"['aplikasi', 'bagusmudah', 'cepat']",5,positive
sebaiknya sebelum launching di maksimal in dulu ini aplikasi di unggulin tapi menu kok biasa saja bahkan fiktur yang lagi banyak di gunain tidak ada contohnya tarik tunai atm tanpa kartu atau setor tunai mohon di tambahkan menu tersebut dan di update tanpa mengunakan otp,"['launching', 'maksimal', 'in', 'aplikasi', 'unggulin', 'menu', 'fiktur', 'gunain', 'contoh', 'tarik', 'tunai', 'atm', 'kartu', 'setor', 'tunai', 'mohon', 'tambah', 'menu', 'update', 'mengunakan', 'otp']",5,positive
di saat di butuhin buat transaksi malah nggak bisa ke bukatak kirain karna sinyal ternyata buat buka si biru sama sibank nggak masalah lancar aj,"['butuhin', 'transaksi', 'nggak', 'bukatak', 'kirain', 'karna', 'sinyal', 'buka', 'biru', 'sibank', 'nggak', 'lancar', 'aj']",1,negative
tolong tambahkan fitur pembuatan bni debit online ini penting sekali untuk orang orang seperti kami sampe saya gak bayar photoshop bulan karena gak ada pembuatan bni debit online setelah pindah ke wondr atau saya pindah lagi ke bni bangking,"['tolong', 'tambah', 'fitur', 'buat', 'bni', 'debit', 'online', 'orang', 'orang', 'sampe', 'gak', 'bayar', 'photoshop', 'gak', 'buat', 'bni', 'debit', 'online', 'pindah', 'wondr', 'pindah', 'bni', 'bangking']",5,positive
cepat dan tepat,['cepat'],5,positive
mudah digunakan dan mantap,"['mudah', 'mantap']",5,positive
pakai aplikasi qris transaksi gagal dan uang tidak masuk di merchant tapi di saldo terpotong dan tidak dikembalikan prosesnya ribet dan lama tolong dong ga sedikit itu,"['pakai', 'aplikasi', 'qris', 'transaksi', 'gagal', 'uang', 'masuk', 'merchant', 'saldo', 'potong', 'kembali', 'proses', 'ribet', 'tolong']",1,negative
